step,train_loss,test_loss,train_acc,test_acc,restricted_loss,excluded_loss,hill,moment,gpd,k,n,median_deviation
21500,9.18434e-05,1.60414,1,0.670992,0.391028,11.9815,0.0489696,-0.177509,-0.142119,638,12769,288.364
21600,3.15451e-05,1.29531,1,0.728829,0.277628,13.0494,0.0477526,-0.142837,-0.130194,638,12769,291.543
21700,1.0782e-05,0.922681,1,0.801656,0.150278,13.9701,0.046632,-0.131298,-0.134395,638,12769,290.741
21800,3.7712e-06,0.560576,1,0.867659,0.0727986,14.5634,0.0447072,-0.127236,-0.143709,638,12769,286.508
21900,1.417e-06,0.300682,1,0.925159,0.0303056,14.892,0.0428474,-0.171017,-0.178528,638,12769,280.553
22000,6.06286e-07,0.147239,1,0.960063,0.013549,14.9627,0.0408897,-0.210023,-0.209456,638,12769,275.091
22100,3.1343e-07,0.0721043,1,0.97908,0.00801469,14.7335,0.0389322,-0.200528,-0.19559,638,12769,278.114
22200,1.9447e-07,0.0379173,1,0.989037,0.005467,14.3005,0.0380155,-0.184161,-0.179032,638,12769,307.492
22300,1.35083e-07,0.0229339,1,0.993176,0.00293404,13.8836,0.0387354,-0.175086,-0.178997,638,12769,385.762
22400,1.05981e-07,0.0226058,1,0.992169,0.00105479,14.4678,0.0466603,-0.272851,-0.253001,638,12769,611.644
22500,0.000113184,0.0206122,1,0.992952,0.00103124,10.5371,0.0387822,-0.0776219,-0.094906,638,12769,430.735
22600,0.00106364,0.0181173,1,0.998322,0.00250239,6.55841,0.0373075,-0.0740183,-0.0877147,638,12769,290.231
22700,0.000619418,0.0135301,1,0.998769,0.00160181,6.5421,0.0367662,-0.0779193,-0.0854167,638,12769,284.574
